Source;Target;Type
Medicine, Preventive;Astronomy, Renaissance;Undirected
Medicine, Preventive;Mexico City;Undirected
Astronomy, Renaissance;Medicine, Preventive;Undirected
Astronomy, Renaissance;Mexico City;Undirected
Thomas, Aquinas, Saint, 1225?-1274;Catholic Church;Undirected
Thomas, Aquinas, Saint, 1225?-1274;Saints;Undirected
Thomas, Aquinas, Saint, 1225?-1274;Sermons;Undirected
Catholic Church;Saints;Undirected
Catholic Church;Sermons;Undirected
Saints;Catholic Church;Undirected
Saints;Sermons;Undirected
Teresa, of Avila, Saint, 1515-1582;Christian saints;Undirected
Teresa, of Avila, Saint, 1515-1582;Saints;Undirected
Christian saints;Saints;Undirected
Jol, Cornelis Corneliszoon, ca. 1600-1641;Spain;Undirected
Jol, Cornelis Corneliszoon, ca. 1600-1641;Spain;Undirected
Jol, Cornelis Corneliszoon, ca. 1600-1641;Netherlands;Undirected
Jol, Cornelis Corneliszoon, ca. 1600-1641;Netherlands;Undirected
Spain;Spain;Undirected
Spain;Netherlands;Undirected
Spain;Netherlands;Undirected
Spain;Spain;Undirected
Spain;Netherlands;Undirected
Spain;Netherlands;Undirected
Netherlands;Spain;Undirected
Netherlands;Spain;Undirected
Netherlands;Netherlands;Undirected
Drainage;Canals;Undirected
Drainage;Mexico City;Undirected
Canals;Mexico City;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Sermons;Undirected
Catholic Church;Sermons;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Sermons;Undirected
Catholic Church;Sermons;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Sermons;Catholic Church;Undirected
Sermons;Sermons;Undirected
Sermons;Indian linguistics;Undirected
Sermons;Indians of Mexico;Undirected
Sermons;CSAIP;Undirected
Sermons;Catholic Church;Undirected
Sermons;Sermons;Undirected
Sermons;Indian linguistics;Undirected
Sermons;Indians of Mexico;Undirected
Sermons;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Sermons;Undirected
Indian linguistics;Sermons;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Sermons;Undirected
Indians of Mexico;Sermons;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Ibarra, Carlos de, Vizconde de Centenara, d. 1639;Spain;Undirected
Ibarra, Carlos de, Vizconde de Centenara, d. 1639;Netherlands;Undirected
Ibarra, Carlos de, Vizconde de Centenara, d. 1639;Spain;Undirected
Ibarra, Carlos de, Vizconde de Centenara, d. 1639;Netherlands;Undirected
Spain;Netherlands;Undirected
Spain;Spain;Undirected
Spain;Netherlands;Undirected
Netherlands;Spain;Undirected
Netherlands;Spain;Undirected
Netherlands;Netherlands;Undirected
Spain;Spain;Undirected
Spain;Netherlands;Undirected
Spain;Netherlands;Undirected
Dubois, Gualtherus, 1671-1751;Sermons;Undirected
Dominicans;Catholic Church;Undirected
Dominicans;Mixe language;Undirected
Dominicans;Indian linguistics;Undirected
Dominicans;Indians of Mexico;Undirected
Dominicans;CSAIP;Undirected
Catholic Church;Mixe language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Mixe language;Catholic Church;Undirected
Mixe language;Indian linguistics;Undirected
Mixe language;Indians of Mexico;Undirected
Mixe language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Mixe language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Mixe language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Confession;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;CSAIP;Undirected
Nahuatl language;Nahuatl language;Undirected
Nahuatl language;Confession;Undirected
Nahuatl language;Indians of Mexico;Undirected
Nahuatl language;Indian linguistics;Undirected
Nahuatl language;CSAIP;Undirected
Nahuatl language;Nahuatl language;Undirected
Nahuatl language;Confession;Undirected
Nahuatl language;Indians of Mexico;Undirected
Nahuatl language;Indian linguistics;Undirected
Nahuatl language;CSAIP;Undirected
Confession;Nahuatl language;Undirected
Confession;Nahuatl language;Undirected
Confession;Indians of Mexico;Undirected
Confession;Indian linguistics;Undirected
Confession;CSAIP;Undirected
Indians of Mexico;Nahuatl language;Undirected
Indians of Mexico;Nahuatl language;Undirected
Indians of Mexico;Confession;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Indian linguistics;Nahuatl language;Undirected
Indian linguistics;Nahuatl language;Undirected
Indian linguistics;Confession;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Blacks;Haiti;Undirected
Blacks;France;Undirected
Haiti;France;Undirected
Haiti;France;Undirected
Haiti. Commission intermdiaire;Haiti;Undirected
Haiti. Commission intermdiaire;France;Undirected
Haiti;France;Undirected
Slavery;Slavery;Undirected
Slavery;Slaves;Undirected
Slavery;Haiti;Undirected
Slavery;Slaves;Undirected
Slavery;Haiti;Undirected
Slaves;Slavery;Undirected
Slaves;Haiti;Undirected
Haiti. Commissaires national-civils;Haiti;Undirected
Slave insurrections;Haiti;Undirected
Slave insurrections;Haiti;Undirected
Sonthonax, Lger Flicit, 1763-1813;Haiti. Commissaires nationaux-civils;Undirected
Sonthonax, Lger Flicit, 1763-1813;Haiti;Undirected
Haiti. Commissaires nationaux-civils;Haiti;Undirected
Nicholas, of Tolentino, Saint, 1245-1305;Catholic Church;Undirected
Nicholas, of Tolentino, Saint, 1245-1305;Saints;Undirected
Nicholas, of Tolentino, Saint, 1245-1305;Nahuatl language;Undirected
Nicholas, of Tolentino, Saint, 1245-1305;Indian linguistics;Undirected
Nicholas, of Tolentino, Saint, 1245-1305;Indians of Mexico;Undirected
Nicholas, of Tolentino, Saint, 1245-1305;CSAIP;Undirected
Catholic Church;Saints;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Saints;Catholic Church;Undirected
Saints;Nahuatl language;Undirected
Saints;Indian linguistics;Undirected
Saints;Indians of Mexico;Undirected
Saints;CSAIP;Undirected
Nahuatl language;Catholic Church;Undirected
Nahuatl language;Saints;Undirected
Nahuatl language;Indian linguistics;Undirected
Nahuatl language;Indians of Mexico;Undirected
Nahuatl language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Saints;Undirected
Indian linguistics;Nahuatl language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Saints;Undirected
Indians of Mexico;Nahuatl language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
France. Arme;Haiti;Undirected
France. Arme;Haiti;Undirected
France. Arme;France;Undirected
Haiti;Haiti;Undirected
Haiti;France;Undirected
Haiti;Haiti;Undirected
Haiti;France;Undirected
Haiti;France;Undirected
Haiti;France;Undirected
Parasites;Medical parasitology;Undirected
Parasites;Slaves;Undirected
Medical parasitology;Slaves;Undirected
France;France;Undirected
Public health;Hospitals;Undirected
Public health;Haiti;Undirected
Hospitals;Haiti;Undirected
Mercedarians. Third Order;CSAIP;Undirected
Neri, Filippo, Saint, 1551-1595;Catholic Church;Undirected
Neri, Filippo, Saint, 1551-1595;CSAIP;Undirected
Neri, Filippo, Saint, 1551-1595;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Rose, of Lima, Saint, 1586-1617;Catholic Church;Undirected
Rose, of Lima, Saint, 1586-1617;CSAIP;Undirected
Rose, of Lima, Saint, 1586-1617;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Mixe language;Undirected
Catholic Church;Mixe language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Mixe language;Undirected
Catholic Church;Mixe language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Mixe language;Catholic Church;Undirected
Mixe language;Mixe language;Undirected
Mixe language;Indian linguistics;Undirected
Mixe language;Indians of Mexico;Undirected
Mixe language;CSAIP;Undirected
Mixe language;Catholic Church;Undirected
Mixe language;Mixe language;Undirected
Mixe language;Indian linguistics;Undirected
Mixe language;Indians of Mexico;Undirected
Mixe language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Mixe language;Undirected
Indian linguistics;Mixe language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Mixe language;Undirected
Indians of Mexico;Mixe language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Wilson, Henry (d. 1810);Antelope (Packet);Undirected
Wilson, Henry (d. 1810);Shipwrecks;Undirected
Wilson, Henry (d. 1810);Palauan language;Undirected
Wilson, Henry (d. 1810);Indian linguistics;Undirected
Wilson, Henry (d. 1810);Palau;Undirected
Antelope (Packet);Shipwrecks;Undirected
Antelope (Packet);Palauan language;Undirected
Antelope (Packet);Indian linguistics;Undirected
Antelope (Packet);Palau;Undirected
Shipwrecks;Antelope (Packet);Undirected
Shipwrecks;Palauan language;Undirected
Shipwrecks;Indian linguistics;Undirected
Shipwrecks;Palau;Undirected
Palauan language;Antelope (Packet);Undirected
Palauan language;Shipwrecks;Undirected
Palauan language;Indian linguistics;Undirected
Palauan language;Palau;Undirected
Indian linguistics;Antelope (Packet);Undirected
Indian linguistics;Shipwrecks;Undirected
Indian linguistics;Palauan language;Undirected
Indian linguistics;Palau;Undirected
Gmez de Parada y Mendoza, Juan, 1678-1751;Councils and synods, Diocesan;Undirected
Gmez de Parada y Mendoza, Juan, 1678-1751;CSAIP;Undirected
Gmez de Parada y Mendoza, Juan, 1678-1751;Yucatn (Mexico : State);Undirected
Councils and synods, Diocesan;CSAIP;Undirected
Councils and synods, Diocesan;Yucatn (Mexico : State);Undirected
CSAIP;Councils and synods, Diocesan;Undirected
CSAIP;Yucatn (Mexico : State);Undirected
Mara de San Jos, madre, 1656-1719;CSAIP;Undirected
Mara de San Jos, madre, 1656-1719;Sermons;Undirected
CSAIP;Sermons;Undirected
Mary, Blessed Virgin, Saint;CSAIP;Undirected
Mary, Blessed Virgin, Saint;Sermons;Undirected
CSAIP;Sermons;Undirected
Mara Anna Agueda de San Ignacio, madre, 1695-1756;CSAIP;Undirected
Cebrin y Agustn, Pedro, conde de Fuenclara, 1687-1752;CSAIP;Undirected
CSAIP;Europe, Southern;Undirected
CSAIP;Mexico;Undirected
Europe, Southern;Mexico;Undirected
Philip V, King of Spain, 1683-1746;Ferdinand VI, King of Spain, 1713-1759;Undirected
Philip V, King of Spain, 1683-1746;CSAIP;Undirected
Ferdinand VI, King of Spain, 1713-1759;CSAIP;Undirected
Charles III, King of Spain, 1716-1788;CSAIP;Undirected
Franciscans;Catholic Church;Undirected
Franciscans;Otomi language;Undirected
Franciscans;Indian linguistics;Undirected
Franciscans;Indians of Mexico;Undirected
Franciscans;CSAIP;Undirected
Catholic Church;Otomi language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Otomi language;Catholic Church;Undirected
Otomi language;Indian linguistics;Undirected
Otomi language;Indians of Mexico;Undirected
Otomi language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Otomi language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Otomi language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Guadalupe, Our Lady of;CSAIP;Undirected
Haiti;Haiti;Undirected
Haiti;France;Undirected
Soto, Juan de, d. 1737;Franciscans;Undirected
Soto, Juan de, d. 1737;CSAIP;Undirected
Soto, Juan de, d. 1737;Sermons;Undirected
Franciscans;CSAIP;Undirected
Franciscans;Sermons;Undirected
CSAIP;Franciscans;Undirected
CSAIP;Sermons;Undirected
Laurence, Saint, of Rome, d. 258;CSAIP;Undirected
Laurence, Saint, of Rome, d. 258;Sermons;Undirected
CSAIP;Sermons;Undirected
Ignatius, of Loyola, Saint, 1491-1556;CSAIP;Undirected
Ignatius, of Loyola, Saint, 1491-1556;Sermons;Undirected
CSAIP;Sermons;Undirected
CSAIP;Sermons;Undirected
CSAIP;Holy Cross;Undirected
Sermons;Holy Cross;Undirected
CSAIP;Immaculate Conception;Undirected
CSAIP;Novenas;Undirected
Immaculate Conception;Novenas;Undirected
CSAIP;Novenas;Undirected
CSAIP;Sermons;Undirected
Glvez, Bernardo de, 1746-1786;CSAIP;Undirected
Glvez, Bernardo de, 1746-1786;CSAIP;Undirected
Glvez, Bernardo de, 1746-1786;Glvez, Mara de Guadalupe de;Undirected
Glvez, Bernardo de, 1746-1786;CSAIP;Undirected
Glvez, Mara de Guadalupe de;CSAIP;Undirected
Glvez, Bernardo de, 1746-1786;CSAIP;Undirected
Glvez, Bernardo de, 1746-1786;CSAIP;Undirected
CSAIP;Dance;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Nahuatl language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Nahuatl language;Catholic Church;Undirected
Nahuatl language;Indian linguistics;Undirected
Nahuatl language;Indians of Mexico;Undirected
Nahuatl language;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;Nahuatl language;Undirected
Indians of Mexico;CSAIP;Undirected
Haiti;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Partie de l'Ouest de Saint-Domingue. Assemble des Electeurs;Haiti;Undirected
Partie de l'Ouest de Saint-Domingue. Assemble des Electeurs;Haiti;Undirected
Haiti;Haiti;Undirected
Catholic Church;Confession;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Confession;Nahuatl language;Undirected
Confession;Nahuatl language;Undirected
Confession;Indian linguistics;Undirected
Confession;Indians of Mexico;Undirected
Confession;CSAIP;Undirected
Nahuatl language;Confession;Undirected
Nahuatl language;Nahuatl language;Undirected
Nahuatl language;Indian linguistics;Undirected
Nahuatl language;Indians of Mexico;Undirected
Nahuatl language;CSAIP;Undirected
Nahuatl language;Confession;Undirected
Nahuatl language;Nahuatl language;Undirected
Nahuatl language;Indian linguistics;Undirected
Nahuatl language;Indians of Mexico;Undirected
Nahuatl language;CSAIP;Undirected
Indian linguistics;Confession;Undirected
