Source;Target;Type
Mara Brbara, consort of Fernando VII, King of Spain, 1711-1758;CSAIP;Undirected
Mara Brbara, consort of Fernando VII, King of Spain, 1711-1758;Sermons;Undirected
Mara Brbara, consort of Fernando VII, King of Spain, 1711-1758;Funeral sermons;Undirected
CSAIP;Sermons;Undirected
CSAIP;Funeral sermons;Undirected
Sermons;CSAIP;Undirected
Sermons;Funeral sermons;Undirected
Jesus Christ;Catholic Church;Undirected
Jesus Christ;CSAIP;Undirected
Jesus Christ;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Mary, Blessed Virgin, Saint;Catholic Church;Undirected
Mary, Blessed Virgin, Saint;CSAIP;Undirected
Mary, Blessed Virgin, Saint;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Aparicio, Sebastin de, 1502-1600;Catholic Church;Undirected
Aparicio, Sebastin de, 1502-1600;CSAIP;Undirected
Aparicio, Sebastin de, 1502-1600;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Juan de Sahagn, Saint, 1419-1479;Catholic Church;Undirected
Juan de Sahagn, Saint, 1419-1479;CSAIP;Undirected
Juan de Sahagn, Saint, 1419-1479;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Augustine, Saint, Bishop of Hippo;Catholic Church;Undirected
Augustine, Saint, Bishop of Hippo;CSAIP;Undirected
Augustine, Saint, Bishop of Hippo;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Divine office;Undirected
CSAIP;Divine office;Undirected
CSAIP;Medicine;Undirected
CSAIP;Medicine;Undirected
Jesuits;Education;Undirected
Jesuits;Universities and colleges;Undirected
Jesuits;Education;Undirected
Jesuits;Universities and colleges;Undirected
Education;Jesuits;Undirected
Education;Universities and colleges;Undirected
CSAIP;Monasticism and religious orders;Undirected
CSAIP;Mercedarians;Undirected
CSAIP;Spiritual life;Undirected
CSAIP;Christian life;Undirected
Monasticism and religious orders;Mercedarians;Undirected
Monasticism and religious orders;Spiritual life;Undirected
Monasticism and religious orders;Christian life;Undirected
Mercedarians;Monasticism and religious orders;Undirected
Mercedarians;Spiritual life;Undirected
Mercedarians;Christian life;Undirected
Spiritual life;Monasticism and religious orders;Undirected
Spiritual life;Mercedarians;Undirected
Spiritual life;Christian life;Undirected
Jesus Christ;Catholic Church;Undirected
Jesus Christ;CSAIP;Undirected
Jesus Christ;Holy Name, Devotion to;Undirected
Jesus Christ;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Holy Name, Devotion to;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Holy Name, Devotion to;Undirected
CSAIP;Novenas;Undirected
Holy Name, Devotion to;Catholic Church;Undirected
Holy Name, Devotion to;CSAIP;Undirected
Holy Name, Devotion to;Novenas;Undirected
John, of Nepomuk, Saint, ca. 1340-1393;Catholic Church;Undirected
John, of Nepomuk, Saint, ca. 1340-1393;CSAIP;Undirected
John, of Nepomuk, Saint, ca. 1340-1393;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Jesus Christ;Catholic Church;Undirected
Jesus Christ;CSAIP;Undirected
Jesus Christ;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Trinity;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Trinity;Undirected
CSAIP;Novenas;Undirected
Trinity;CSAIP;Undirected
Trinity;Novenas;Undirected
Jesus Christ;Catholic Church;Undirected
Jesus Christ;CSAIP;Undirected
Jesus Christ;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Joseph, Saint;Catholic Church;Undirected
Joseph, Saint;CSAIP;Undirected
Joseph, Saint;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Joseph, Saint;Catholic Church;Undirected
Joseph, Saint;CSAIP;Undirected
Joseph, Saint;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Juan de Sahagn, Saint, 1419-1479;Catholic Church;Undirected
Juan de Sahagn, Saint, 1419-1479;CSAIP;Undirected
Juan de Sahagn, Saint, 1419-1479;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Athenogenes, Saint;Catholic Church;Undirected
Athenogenes, Saint;CSAIP;Undirected
Athenogenes, Saint;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Joseph, Saint;Catholic Church;Undirected
Joseph, Saint;CSAIP;Undirected
Joseph, Saint;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Jesus Christ;Mary, Blessed Virgin, Saint;Undirected
Jesus Christ;Catholic Church;Undirected
Jesus Christ;CSAIP;Undirected
Jesus Christ;Devotional exercises;Undirected
Mary, Blessed Virgin, Saint;Catholic Church;Undirected
Mary, Blessed Virgin, Saint;CSAIP;Undirected
Mary, Blessed Virgin, Saint;Devotional exercises;Undirected
Catholic Church;Mary, Blessed Virgin, Saint;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Mary, Blessed Virgin, Saint;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Nicholas, Saint, Bishop of Myra;Catholic Church;Undirected
Nicholas, Saint, Bishop of Myra;CSAIP;Undirected
Nicholas, Saint, Bishop of Myra;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Jesus Christ;Catholic Church;Undirected
Jesus Christ;CSAIP;Undirected
Jesus Christ;Holy Cross;Undirected
Jesus Christ;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Holy Cross;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Holy Cross;Undirected
CSAIP;Novenas;Undirected
Holy Cross;Catholic Church;Undirected
Holy Cross;CSAIP;Undirected
Holy Cross;Novenas;Undirected
Nicholas, of Tolentino, Saint, 1245-1305;Catholic Church;Undirected
Nicholas, of Tolentino, Saint, 1245-1305;CSAIP;Undirected
Nicholas, of Tolentino, Saint, 1245-1305;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Andrew, Apostle, Saint;Catholic Church;Undirected
Andrew, Apostle, Saint;CSAIP;Undirected
Andrew, Apostle, Saint;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Mary, Blessed Virgin, Saint;Catholic Church;Undirected
Mary, Blessed Virgin, Saint;CSAIP;Undirected
Mary, Blessed Virgin, Saint;Novenas;Undirected
Mary, Blessed Virgin, Saint;Remedios, Nuestra Seora de los;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
Catholic Church;Remedios, Nuestra Seora de los;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
CSAIP;Remedios, Nuestra Seora de los;Undirected
Novenas;Catholic Church;Undirected
Novenas;CSAIP;Undirected
Novenas;Remedios, Nuestra Seora de los;Undirected
Jesus Christ;Mary, Blessed Virgin, Saint;Undirected
Jesus Christ;Catholic Church;Undirected
Jesus Christ;CSAIP;Undirected
Jesus Christ;Devotional exercises;Undirected
Mary, Blessed Virgin, Saint;Catholic Church;Undirected
Mary, Blessed Virgin, Saint;CSAIP;Undirected
Mary, Blessed Virgin, Saint;Devotional exercises;Undirected
Catholic Church;Mary, Blessed Virgin, Saint;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Mary, Blessed Virgin, Saint;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Pantaleon, Saint, d. ca. 305;Catholic Church;Undirected
Pantaleon, Saint, d. ca. 305;CSAIP;Undirected
Pantaleon, Saint, d. ca. 305;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
CSAIP;Church year;Undirected
Cathedrals;Peru;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Christian poetry, Mexican;Undirected
Catholic Church;Devotional literature, Spanish;Undirected
CSAIP;Christian poetry, Mexican;Undirected
CSAIP;Devotional literature, Spanish;Undirected
Christian poetry, Mexican;CSAIP;Undirected
Christian poetry, Mexican;Devotional literature, Spanish;Undirected
CSAIP;Indulgences;Undirected
CSAIP;Devotional exercises;Undirected
Indulgences;Devotional exercises;Undirected
Jesus Christ;Catholic Church;Undirected
Jesus Christ;CSAIP;Undirected
Jesus Christ;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Jesus Christ;Catholic Church;Undirected
Jesus Christ;CSAIP;Undirected
Jesus Christ;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Jesus Christ;Catholic Church;Undirected
Jesus Christ;CSAIP;Undirected
Jesus Christ;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Jesus Christ;Catholic Church;Undirected
Jesus Christ;CSAIP;Undirected
Jesus Christ;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Mary, Blessed Virgin, Saint;Catholic Church;Undirected
Mary, Blessed Virgin, Saint;CSAIP;Undirected
Mary, Blessed Virgin, Saint;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Joseph, Saint;Catholic Church;Undirected
Joseph, Saint;CSAIP;Undirected
Joseph, Saint;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Trinity;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Trinity;Undirected
CSAIP;Devotional exercises;Undirected
Trinity;CSAIP;Undirected
Trinity;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Trinity;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Trinity;Undirected
CSAIP;Devotional exercises;Undirected
Trinity;CSAIP;Undirected
Trinity;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Tarascan language;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;Sermons;Undirected
Catholic Church;Meteorology;Undirected
Catholic Church;Philosophy of nature;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Sermons;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Tarascan language;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;Sermons;Undirected
Catholic Church;Meteorology;Undirected
Catholic Church;Philosophy of nature;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Sermons;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Tarascan language;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;Sermons;Undirected
Catholic Church;Meteorology;Undirected
Catholic Church;Philosophy of nature;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Sermons;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Tarascan language;Undirected
CSAIP;Indians of Mexico;Undirected
CSAIP;Indians of Mexico;Undirected
CSAIP;Sermons;Undirected
CSAIP;Meteorology;Undirected
CSAIP;Philosophy of nature;Undirected
CSAIP;Indian linguistics;Undirected
CSAIP;Sermons;Undirected
Tarascan language;Catholic Church;Undirected
Tarascan language;Catholic Church;Undirected
Tarascan language;CSAIP;Undirected
Tarascan language;Indians of Mexico;Undirected
Tarascan language;Indians of Mexico;Undirected
Tarascan language;Sermons;Undirected
Tarascan language;Meteorology;Undirected
Tarascan language;Philosophy of nature;Undirected
Tarascan language;Indian linguistics;Undirected
Tarascan language;Sermons;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;CSAIP;Undirected
Indians of Mexico;Tarascan language;Undirected
Indians of Mexico;Sermons;Undirected
Indians of Mexico;Meteorology;Undirected
Indians of Mexico;Philosophy of nature;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;Sermons;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;CSAIP;Undirected
Indians of Mexico;Tarascan language;Undirected
Indians of Mexico;Sermons;Undirected
Indians of Mexico;Meteorology;Undirected
Indians of Mexico;Philosophy of nature;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;Sermons;Undirected
Sermons;Catholic Church;Undirected
Sermons;Catholic Church;Undirected
Sermons;CSAIP;Undirected
Sermons;Tarascan language;Undirected
Sermons;Indians of Mexico;Undirected
Sermons;Indians of Mexico;Undirected
Sermons;Meteorology;Undirected
Sermons;Philosophy of nature;Undirected
Sermons;Indian linguistics;Undirected
Meteorology;Catholic Church;Undirected
Meteorology;Catholic Church;Undirected
Meteorology;CSAIP;Undirected
Meteorology;Tarascan language;Undirected
Meteorology;Indians of Mexico;Undirected
Meteorology;Indians of Mexico;Undirected
Meteorology;Sermons;Undirected
Meteorology;Philosophy of nature;Undirected
Meteorology;Indian linguistics;Undirected
Meteorology;Sermons;Undirected
Philosophy of nature;Catholic Church;Undirected
Philosophy of nature;Catholic Church;Undirected
Philosophy of nature;CSAIP;Undirected
Philosophy of nature;Tarascan language;Undirected
Philosophy of nature;Indians of Mexico;Undirected
Philosophy of nature;Indians of Mexico;Undirected
Philosophy of nature;Sermons;Undirected
Philosophy of nature;Meteorology;Undirected
Philosophy of nature;Indian linguistics;Undirected
Philosophy of nature;Sermons;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;CSAIP;Undirected
Indian linguistics;Tarascan language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;Sermons;Undirected
Indian linguistics;Meteorology;Undirected
Indian linguistics;Philosophy of nature;Undirected
Indian linguistics;Sermons;Undirected
CSAIP;Pastoral theology;Undirected
CSAIP;Extreme unction;Undirected
CSAIP;Confession;Undirected
Pastoral theology;Extreme unction;Undirected
Pastoral theology;Confession;Undirected
Extreme unction;Pastoral theology;Undirected
Extreme unction;Confession;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Sacraments;Undirected
Catholic Church;Sermons;Undirected
Catholic Church;Tarascan language;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Sermons;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Sacraments;Undirected
Catholic Church;Sermons;Undirected
Catholic Church;Tarascan language;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Sermons;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Sacraments;Undirected
Catholic Church;Sermons;Undirected
Catholic Church;Tarascan language;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Sermons;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Sacraments;Undirected
CSAIP;Sermons;Undirected
CSAIP;Tarascan language;Undirected
CSAIP;Indians of Mexico;Undirected
CSAIP;Indians of Mexico;Undirected
CSAIP;Indian linguistics;Undirected
CSAIP;Sermons;Undirected
Sacraments;Catholic Church;Undirected
Sacraments;Catholic Church;Undirected
Sacraments;CSAIP;Undirected
Sacraments;Sermons;Undirected
Sacraments;Tarascan language;Undirected
Sacraments;Indians of Mexico;Undirected
Sacraments;Indians of Mexico;Undirected
Sacraments;Indian linguistics;Undirected
Sacraments;Sermons;Undirected
Sermons;Catholic Church;Undirected
Sermons;Catholic Church;Undirected
Sermons;CSAIP;Undirected
Sermons;Sacraments;Undirected
Sermons;Tarascan language;Undirected
Sermons;Indians of Mexico;Undirected
Sermons;Indians of Mexico;Undirected
Sermons;Indian linguistics;Undirected
Tarascan language;Catholic Church;Undirected
Tarascan language;Catholic Church;Undirected
Tarascan language;CSAIP;Undirected
Tarascan language;Sacraments;Undirected
Tarascan language;Sermons;Undirected
Tarascan language;Indians of Mexico;Undirected
Tarascan language;Indians of Mexico;Undirected
Tarascan language;Indian linguistics;Undirected
Tarascan language;Sermons;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;CSAIP;Undirected
Indians of Mexico;Sacraments;Undirected
